Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"264,433,991","+694,440","5,249,691","+7,636","238,467,320","20,716,980","86,989","33,924",673.5,0,0
China,"98,897",+73,"4,636",0,"93,355",906,7,69,3,"160,000,000","111,163"
USA,"49,716,825","+132,822","806,398","+1,264","39,389,646","9,520,781","13,475","148,962","2,416","757,565,059","2,269,825"
India,"34,615,757","+9,216","470,115",+391,"34,037,054","108,588","8,944","24,739",336,"643,510,926","459,902"
Brazil,"22,118,782","+12,910","615,225",+205,"21,351,505","152,052","8,318","103,021","2,865","63,776,166","297,046"
UK,"10,329,074","+53,945","145,281",+141,"9,126,128","1,057,665",931,"151,028","2,124","364,875,273","5,335,083"
Russia,"9,703,107","+33,389","277,640","+1,221","8,400,117","1,025,350","2,300","66,449","1,901","226,100,000","1,548,384"
Turkey,"8,839,891","+21,747","77,230",+192,"8,372,778","389,883","1,405","103,239",902,"108,390,557","1,265,871"
France,"7,773,530","+48,416","119,330",+103,"7,141,276","512,924","1,934","118,719","1,822","162,981,031","2,489,082"
Iran,"6,125,596","+3,839","129,988",+76,"5,901,532","94,076","3,839","71,631","1,520","38,439,240","449,496"
Germany,"6,026,796","+73,486","102,909",+357,"4,979,700","944,187","4,636","71,608","1,223","83,816,414","995,872"
Argentina,"5,335,310","+2,681","116,617",+20,"5,196,096","22,597",617,"116,533","2,547","26,305,365","574,558"
Spain,"5,189,220","+14,500","88,122",+42,"4,925,978","175,120",772,"110,927","1,884","66,213,858","1,415,417"
Colombia,"5,074,079","+2,262","128,643",+57,"4,913,921","31,515",342,"98,237","2,491","28,207,446","546,110"
Italy,"5,060,430","+16,806","134,003",+72,"4,717,556","208,871",698,"83,871","2,221","120,584,972","1,998,567"
Indonesia,"4,256,998",+311,"143,850",+10,"4,105,352","7,796",0,"15,334",518,"55,038,077","198,248"
Mexico,"3,891,218","+3,345","294,428",+182,"3,248,012","348,778","4,798","29,737","2,250","11,883,217","90,814"
Poland,"3,596,491","+27,356","84,656",+502,"3,066,218","445,617","1,862","95,176","2,240","24,547,160","649,605"
Ukraine,"3,463,872","+13,531","87,057",+525,"2,995,727","381,088",177,"79,885","2,008","15,962,709","368,136"
South Africa,"2,988,148","+11,535","89,915",+44,"2,850,905","47,328",546,"49,499","1,489","19,580,433","324,350"
Philippines,"2,833,334",+425,"48,752",+40,"2,769,180","15,402","1,023","25,377",437,"24,313,150","217,767"
Netherlands,"2,684,734","+23,043","19,524",+65,"2,128,014","537,196",609,"156,192","1,136","19,205,114","1,117,314"
Malaysia,"2,644,027","+5,806","30,521",+47,"2,551,253","62,253",511,"80,235",926,"38,028,329","1,153,996"
Peru,"2,239,421","+1,579","201,282",+73,0,0,978,"66,605","5,987","20,414,072","607,153"
Czechia,"2,193,390","+21,134","33,400",+129,"1,872,802","287,188","1,064","204,280","3,111","43,942,413","4,092,555"
Thailand,"2,125,729","+4,971","20,845",+33,"2,031,156","73,728","1,369","30,347",298,"14,913,135","212,898"
Iraq,"2,082,774",+713,"23,859",+15,"2,047,266","11,649",107,"50,187",575,"16,384,117","394,798"
Canada,"1,798,872","+3,243","29,737",+23,"1,742,524","26,611",497,"47,077",778,"49,000,664","1,282,362"
Belgium,"1,786,444","+20,409","27,072",+57,"1,345,928","413,444",780,"153,196","2,322","24,849,495","2,130,965"
Romania,"1,781,957","+1,149","56,684",+58,"1,691,356","33,917","1,076","93,514","2,975","16,057,174","842,649"
Chile,"1,766,493","+2,219","38,403",+47,"1,659,771","68,319",706,"91,297","1,985","25,724,028","1,329,488"
Japan,"1,727,430",+126,"18,362",+2,"1,708,219",849,38,"13,718",146,"27,983,144","222,217"
Bangladesh,"1,576,827",+261,"27,986",+3,"1,541,661","7,180","1,382","9,441",168,"10,928,659","65,435"
Israel,"1,344,668",+565,"8,199",0,"1,331,063","5,406",115,"144,185",879,"31,188,024","3,344,202"
Pakistan,"1,285,631",+377,"28,745",+8,"1,242,718","14,168",904,"5,664",127,"22,072,293","97,250"
Vietnam,"1,266,288","+13,698","25,658",+210,"1,005,310","235,320","6,600","12,845",260,"68,989,197","699,829"
Serbia,"1,259,005","+1,980","11,792",+48,"1,199,419","47,794",177,"144,922","1,357","6,845,489","787,976"
Sweden,"1,209,935",0,"15,130",0,"1,160,273","34,532",43,"118,754","1,485","13,708,481","1,345,479"
Austria,"1,179,244","+8,882","12,625",+72,"1,036,553","130,066",637,"129,883","1,391","111,537,645","12,284,879"
Portugal,"1,154,817","+2,898","18,471",+13,"1,078,708","57,638",128,"113,724","1,819","21,283,107","2,095,923"
Hungary,"1,124,726","+10,466","34,931",+218,"902,000","187,795",550,"116,848","3,629","8,516,699","884,801"
Switzerland,"1,029,804","+4,798","11,574",+3,"864,890","153,340",218,"117,768","1,324","12,532,330","1,433,191"
Kazakhstan,"973,045",+753,"12,716",+13,"938,335","21,994",528,"50,958",666,"11,575,012","606,181"
Jordan,"963,655","+4,665","11,661",+28,"894,077","57,917","1,139","93,136","1,127","12,271,386","1,186,019"
Cuba,"962,778",+150,"8,305",0,"953,722",751,22,"85,075",734,"11,138,793","984,270"
Greece,"951,351","+6,256","18,325",+91,"856,578","76,448",704,"91,911","1,770","37,049,509","3,579,380"
Morocco,"950,223",+135,"14,782",+3,"932,565","2,876",347,"25,319",394,"10,468,199","278,925"
